StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,1.,2.,3.,3b,4._1,4._2,4._3,4._4,4._5,4._6,4b,5._1,5._2,5._3,5._4,5._5,5._6,5b,6.,7.,8.,9.,10.,11.,12.,13.
2022-01-08 03:07:55,2022-01-08 03:08:26,IP Address,6,30,False,2022-01-15 03:08:29,R_aaFlIxqMWysb7zP,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15 05:32:12,2022-01-15 05:34:58,IP Address,100,165,True,2022-01-15 05:34:58,R_3iLk2OVpks5njrw,anonymous,EN,Millsboro,DE,Car (own),,No difficulty,I do not care to use,Great difficulty,No difficulty,Some difficulty,Some difficulty,Walking,Daily,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Walking,Occasionally,Neutral,Favorable,Neutral,"People should have access to all modes and have options. ",,No,
2022-01-08 06:03:34,2022-01-08 06:03:40,IP Address,6,6,False,2022-01-15 06:03:50,R_2OTuAmpYdox5qIb,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08 06:36:31,2022-01-08 06:36:35,IP Address,6,4,False,2022-01-15 06:36:37,R_AiA4Wb89iEEN2uJ,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08 07:07:11,2022-01-08 07:08:15,IP Address,6,64,False,2022-01-15 07:08:24,R_1dfRr4OAbgVXV6N,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08 07:18:28,2022-01-08 07:18:56,IP Address,29,27,False,2022-01-15 07:19:02,R_2qefCUEfiEjsZUl,anonymous,EN,Lewes,DE,Car (own),,,,,,,,,,,,,,,,,,,,,,,
2022-01-08 08:02:19,2022-01-08 08:03:16,IP Address,29,57,False,2022-01-15 08:03:19,R_2YxBYeUSQFbDl7f,anonymous,EN,Lewes,Delaware,Car (own),,,,,,,,,,,,,,,,,,,,,,,
2022-01-15 08:08:28,2022-01-15 08:14:21,IP Address,100,352,True,2022-01-15 08:14:21,R_DSoNvtNBvCAd4oV,anonymous,EN,Georgetown,DE,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,,Daily,Never,Never,Occasionally,Never,,,Occasionally,Neutral,Favorable,Favorable,,,No,
2022-01-15 08:27:02,2022-01-15 08:31:55,IP Address,100,292,True,2022-01-15 08:31:55,R_2YS9nsOpQGBODbm,anonymous,EN,Long Neck,"Delaware ",Car (own),,No difficulty,Some difficulty,I do not care to use,I do not care to use,I do not care to use,No difficulty,,Daily,Daily,Occasionally,Never,Never,Weekly,,Occasionally,Somewhat Favorable,Neutral,Somewhat Opposed,Better accessibility and lanes would elevate possible accidents/deaths,We do not need more vehicles on the roads. Actually less would be better,Yes,"Better scheduling for locals, and easier to read schedules "
2022-01-15 09:05:28,2022-01-15 09:12:42,IP Address,100,433,True,2022-01-15 09:12:43,R_2X4Kby4whNkw1GD,anonymous,EN,bridgeville,Delaware,Car (own),,No difficulty,Some difficulty,Great difficulty,Great difficulty,Great difficulty,,,Daily,Occasionally,Weekly,Occasionally,Daily,,,Weekly,Favorable,Favorable,Neutral,We are too dependent on Cars as a mode of transportation in Western Sussex County,"due to distance taxi and Uber can be very expense.  example to airport or Hospitals in baltimore, DC or wilmington",Yes,The lack of it outside of DART which has increased in susssex
2022-01-08 12:26:12,2022-01-08 12:27:05,IP Address,53,53,False,2022-01-15 12:27:08,R_3McyC2WUQ9SSNUK,anonymous,EN,"Milton ",DE,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Never,Never,Never,Never,Never,Never,,,,,,,,,
2022-01-15 15:07:14,2022-01-15 15:14:13,IP Address,100,418,True,2022-01-15 15:14:13,R_9odiDj6f2YDHRJv,anonymous,EN,Seaford,Delaware,Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,Some difficulty,,,Daily,Occasionally,Occasionally,Occasionally,Never,,,Occasionally,Somewhat Favorable,Neutral,Somewhat Favorable,Not sure people would use,N/A,No,
2022-01-08 17:38:25,2022-01-08 17:38:55,IP Address,6,30,False,2022-01-15 17:38:56,R_1q9gs7G2tSIwaal,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08 20:38:29,2022-01-08 20:39:21,IP Address,29,51,False,2022-01-15 20:39:22,R_PvNES9RNEP9F2Nz,anonymous,EN,"Millsboro ",De,Car (own),,,,,,,,,,,,,,,,,,,,,,,
2022-01-08 20:51:56,2022-01-08 20:53:13,IP Address,53,77,False,2022-01-15 20:53:16,R_1iheLKYswP3YmuH,anonymous,EN,"Lincoln ",DE,Car (own),,I do not care to use,Great difficulty,Great difficulty,Great difficulty,,,,Never,Never,Never,Never,Never,,,,,,,,,,
2022-01-09 12:07:32,2022-01-09 12:08:09,IP Address,41,36,False,2022-01-16 12:08:10,R_3jVbvzqj8AwPrBe,anonymous,EN,Smyrna,Delaware,Car (own),,No difficulty,Great difficulty,Some difficulty,Great difficulty,I do not care to use,I do not care to use,,,,,,,,,,,,,,,,
2022-01-17 12:15:25,2022-01-17 12:19:21,IP Address,100,236,True,2022-01-17 12:19:21,R_2ROm3OJvUq3KD2Y,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,Some difficulty,Some difficulty,Pedestrian / Walking,Daily,Weekly,Weekly,Occasionally,Daily,Daily,Pedestrian / Walking,Weekly,Favorable,Favorable,Favorable,A passenger train service would benefit many people on the Eastern Shore.,,Yes,More effective bike lanes along the Route 13 corridor are necessary on the Eastern Shore.
2022-01-17 13:06:12,2022-01-17 13:09:54,IP Address,100,221,True,2022-01-17 13:09:54,R_tPoZH3xHwKVQlCV,anonymous,EN,"Salisbury ",Maryland,Car (own),,No difficulty,Some difficulty,Great difficulty,No difficulty,Some difficulty,I do not care to use,,Daily,Weekly,Occasionally,Occasionally,Weekly,Never,,Occasionally,Favorable,Favorable,Somewhat Favorable,More taxi routes would provide transportation to more areas,,Yes,Salisbury really doesn’t have the most reliable bus routes which makes it hard for me to go shopping when I don’t have the car
2022-01-10 15:44:21,2022-01-10 15:45:08,IP Address,29,47,False,2022-01-17 15:45:18,R_410mwUUzqDUWC09,qr,EN,"Camden ","Delaware ",Car (own),,,,,,,,,,,,,,,,,,,,,,,
2022-01-10 19:03:12,2022-01-10 19:03:55,IP Address,41,43,False,2022-01-17 19:03:57,R_pgjq32PkzwLbCal,qr,EN,"Wyoming ",DE,Car (own),,No difficulty,,,,,,,,,,,,,,,,,,,,,
2022-01-11 08:30:44,2022-01-11 08:33:02,IP Address,65,137,False,2022-01-18 08:33:08,R_2q4ANsg8AqRRnLK,anonymous,EN,Dover,Delaware,Car (own),,No difficulty,,,,,,,Never,,,,,,,Never,Neutral,,,,,,
2022-01-18 08:52:18,2022-01-18 08:57:59,IP Address,100,340,True,2022-01-18 08:57:59,R_3dKWgCi7188Pmvk,anonymous,EN,DE - Cheswold,US,Car (carpool),,No difficulty,Great difficulty,Great difficulty,Great difficulty,No difficulty,,,Occasionally,Never,Occasionally,Never,Never,,,Occasionally,Favorable,Somewhat Opposed,Neutral,Having access to trains would facilitate the ability to reach major cities and other places easily.,"Bike lanes in our small State are dangerous.  They work well in new planned communities, but so great in 300 year old states.",No,
2022-01-18 15:58:36,2022-01-18 16:01:07,IP Address,100,151,True,2022-01-18 16:01:08,R_Zs0trvW1sl9NS6Z,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,No difficulty,I do not care to use,,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,,Occasionally,Favorable,Favorable,Favorable,"Although I do not use taxis, it would be great for those without frequent access to cars",,Yes,"We need more reliable access to public transit. It needs to be frequent and reliable. "
2022-01-18 20:15:30,2022-01-18 20:20:27,IP Address,100,296,True,2022-01-18 20:20:27,R_2Pj6NhPgkCZDvBH,anonymous,EN,"Milford ",DE,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Never,Never,Never,Never,Never,,Never,Somewhat Favorable,Somewhat Opposed,Neutral,Sounds fun to ride a passenger train,"Too many bike trails being built in Sussex. Creating more bike/car accidents ",Yes,"The “hub” in Georgetown is regularly filled with drunk people and homeless asking for money. GTPD does regular shifts to safe guard this area and they do good. I just don’t feel safe unless I see a police officer on-site. "
2022-01-19 13:22:34,2022-01-19 13:24:49,IP Address,100,135,True,2022-01-19 13:24:49,R_2TvOSSi7oVfLnCS,anonymous,EN,Fruitland,MD,Car (own),,,I do not care to use,I do not care to use,Some difficulty,I do not care to use,I do not care to use,,,Occasionally,Occasionally,Occasionally,,,,Occasionally,Somewhat Favorable,Somewhat Favorable,Somewhat Favorable,,,No,
2022-01-13 09:46:44,2022-01-13 09:46:52,IP Address,6,8,False,2022-01-20 09:46:55,R_1CJVrSMEr51lVrs,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20 17:07:56,2022-01-20 17:19:20,IP Address,100,684,True,2022-01-20 17:19:21,R_2RU37UEbxqsW1Rq,qr,EN,Delmar,De,Car (own),,No difficulty,No difficulty,No difficulty,No difficulty,No difficulty,I do not care to use,,Daily,Never,Occasionally,Occasionally,Weekly,Never,,Occasionally,Favorable,Neutral,Neutral,,,,
2022-01-24 09:56:20,2022-01-24 09:58:17,IP Address,100,117,True,2022-01-24 09:58:18,R_1NaVghnT9l8TLIo,qr,EN,Princess anne,Md,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Never,,,,,,,Never,Neutral,Neutral,Neutral,,,No,
2022-01-24 14:44:15,2022-01-24 14:44:58,IP Address,100,43,True,2022-01-24 14:44:59,R_1ON5Xgo2xdZ0OIO,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24 16:31:44,2022-01-24 17:02:43,IP Address,100,1859,True,2022-01-24 17:02:43,R_1rAKBSHn9JFCF1Q,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24 17:02:58,2022-01-24 17:40:11,IP Address,100,2232,True,2022-01-24 17:40:11,R_ekUz694kdHu3TwJ,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24 17:50:10,2022-01-24 17:51:14,Spam,100,63,True,2022-01-24 17:51:15,R_3D0B2klNwMulL6y,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24 17:51:19,2022-01-24 18:30:16,IP Address,100,2336,True,2022-01-24 18:30:17,R_2aqp2aHnspvkSoJ,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-19 13:49:43,2022-01-19 13:51:38,IP Address,76,115,False,2022-01-26 13:51:54,R_2ztLZYb6osd8Owe,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,Some difficulty,,,Weekly,Occasionally,,,Occasionally,,,Occasionally,Neutral,Favorable,Favorable,,,,
2022-01-28 06:31:54,2022-01-28 06:34:32,IP Address,100,158,True,2022-01-28 06:34:32,R_3Rxtdy7qWoO8mwm,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,Some difficulty,,,Daily,Occasionally,Never,Occasionally,Weekly,,,Never,Neutral,Favorable,Somewhat Favorable,Biking is good good exercise and good for the environment,,No,
2022-01-28 12:43:11,2022-01-28 12:46:21,IP Address,100,190,True,2022-01-28 12:46:21,R_1rjpMjOP7LoxLrd,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,,Daily,Never,Never,Never,Never,,,Occasionally,Favorable,Neutral,Somewhat Favorable,More public transportation options in Salisbury would be a great addition to the city. Even though I live out in the country I think people should have as many options as possible.,,No,
2022-01-24 12:33:17,2022-01-24 12:33:24,IP Address,18,6,False,2022-01-31 12:33:30,R_3RwvPKOy1Ua4xMC,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24 15:54:19,2022-01-24 15:54:58,IP Address,65,39,False,2022-01-31 16:08:24,R_1JPyb3YkJtnJQHE,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24 18:30:26,2022-01-24 20:35:58,IP Address,29,7531,False,2022-01-31 20:36:01,R_1jP0UWNsnAWPsh2,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-25 06:54:46,2022-01-25 06:55:25,IP Address,18,39,False,2022-02-01 06:55:27,R_2wsCMPnNMnbTiOu,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-25 06:39:55,2022-01-25 06:59:03,IP Address,6,1147,False,2022-02-01 06:59:08,R_10MzvPirNu4quU5,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-03 04:34:19,2022-02-03 04:36:46,IP Address,100,146,True,2022-02-03 04:36:46,R_26f0mnjjB9VnEbe,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,I do not care to use,Some difficulty,,,,Daily,Daily,Never,Weekly,,,Daily,Favorable,Favorable,Somewhat Favorable,"I would use public transit and wish we had better transit options in this area. Regarding trains, I am not sure what types of trains you are referring to. Something like a subway system would be used very frequently. A long range commuter rail (like Amtrak) would be less regularly used, but when I traveled out of town I would use it.",,No,
2022-02-03 05:25:18,2022-02-03 05:27:03,IP Address,100,104,True,2022-02-03 05:27:03,R_3PHoQ2ytnExEDwy,anonymous,EN,"Salisbury ",Maryland,Car (own),,No difficulty,I do not care to use,Great difficulty,I do not care to use,I do not care to use,,,Weekly,Weekly,Occasionally,Occasionally,Never,,,Weekly,Favorable,Neutral,Somewhat Favorable," ",,No,
2022-01-27 08:42:43,2022-01-27 08:43:30,IP Address,65,46,False,2022-02-03 08:43:31,R_YRZdXpmKJRagRAB,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-27 09:46:41,2022-01-27 09:48:44,IP Address,53,123,False,2022-02-03 09:48:46,R_3jebr42YKETiG81,qr,EN,Salisbury,Maryland,Car (own),,No difficulty,No difficulty,Great difficulty,Some difficulty,Great difficulty,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Occasionally,,,,,,,,,,
2022-02-03 09:45:17,2022-02-03 09:49:10,IP Address,100,232,True,2022-02-03 09:49:11,R_Rqxq7nc8ylIlyZH,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,Great difficulty,Some difficulty,Some difficulty,,,Daily,Weekly,Occasionally,Occasionally,Weekly,,,Occasionally,Favorable,Favorable,Favorable,"A passenger train to Cambridge, Easton, Wilmington, etc. would be amazing for Salisbury and the Eastern Shore. Regular bus routes to local schools could also help decrease the need for school busing for older students. ",,No,
2022-01-27 12:19:12,2022-01-27 12:22:06,IP Address,76,173,False,2022-02-03 12:22:10,R_9StHzpDQojBbwhX,anonymous,EN,"Salisbury ","Maryland ",Car (own),,No difficulty,Some difficulty,Great difficulty,I do not care to use,Some difficulty,I do not care to use,,Daily,Daily,Never,Occasionally,Weekly,,,Never,Neutral,Favorable,Favorable,,,,
2022-02-03 14:47:44,2022-02-03 14:49:24,IP Address,100,99,True,2022-02-03 14:49:24,R_BwSgy7PJiglGkcV,anonymous,EN,Eden,Maryland,Car (own),,No difficulty,I do not care to use,Great difficulty,No difficulty,No difficulty,,,Daily,Never,Weekly,Occasionally,Occasionally,,,Weekly,Favorable,Neutral,Somewhat Favorable,,,No,
2022-02-04 09:27:23,2022-02-04 09:33:02,IP Address,100,339,True,2022-02-04 09:33:02,R_2wsrGpphndHMBWl,anonymous,EN,Dover,Delaware,Car (own),,,No difficulty,Great difficulty,I do not care to use,No difficulty,No difficulty,Walking is also a primary form of transportation for me,Occasionally,Occasionally,Occasionally,Occasionally,Daily,Daily,"Sidewalk access for walking is also important - the better the facilities, the more people are likely to walk, and access transit",Occasionally,Favorable,Favorable,Favorable,Any mode is better than driving,,Yes,"Frequency and hours of operation. "
2022-02-04 10:42:00,2022-02-04 10:51:41,IP Address,100,581,True,2022-02-04 10:51:41,R_1PYrEoLoFB5aS65,anonymous,EN,Magnolia,Delaware,Car (own),,No difficulty,Some difficulty,Great difficulty,No difficulty,Some difficulty,,,Daily,Occasionally,Occasionally,Occasionally,Never,,,Occasionally,Favorable,Favorable,Favorable,,,No,
2022-02-08 13:42:58,2022-02-08 13:52:04,IP Address,100,546,True,2022-02-08 13:52:04,R_2AYIF5jpewbwzvy,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-09 09:46:24,2022-02-09 10:00:19,IP Address,100,835,True,2022-02-09 10:00:19,R_2wMLwIV9gEokkwK,anonymous,EN,"Princess Anne ","Maryland ",Car (own),,Some difficulty,Great difficulty,,Some difficulty,,,,Daily,Daily,Occasionally,Daily,Daily,,,Weekly,Favorable,Favorable,Somewhat Favorable,Biking with my family around the town will be more saver.,,No,
2022-02-10 12:06:08,2022-02-10 12:09:22,IP Address,100,194,True,2022-02-10 12:09:22,R_3gShVLsFlhq7hjb,anonymous,EN,Dagsboro,Delaware,Car (own),,No difficulty,I do not care to use,I do not care to use,Some difficulty,Some difficulty,I do not care to use,,Daily,Never,Never,Occasionally,Never,Never,,Never,Neutral,Somewhat Favorable,Somewhat Opposed,"its important for there be an increase of bike lanes into local towns, especially for people who cant afford cars or have limited access to public transportation",taxis are a nuisance,No,
2022-02-10 12:06:02,2022-02-10 12:11:35,IP Address,100,333,True,2022-02-10 12:11:35,R_diIobY894oTtwsx,anonymous,EN,Salisbury,"Maryland ",Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Some difficulty,I do not care to use,,Occasionally,Daily,Weekly,Occasionally,Daily,Never,,Weekly,Somewhat Favorable,Favorable,Somewhat Opposed,"Train and bike would be very useful for college ",Taxi routes do not need expanding,No,
2022-02-10 12:17:50,2022-02-10 12:21:21,IP Address,100,210,True,2022-02-10 12:21:22,R_3HUEXHeblAkKh9c,anonymous,EN,Fruitland,MD,Car (own),,No difficulty,Great difficulty,Great difficulty,No difficulty,Great difficulty,I do not care to use,,Occasionally,Weekly,Occasionally,Occasionally,Daily,,,Occasionally,Somewhat Favorable,Favorable,Neutral,"I would use passenger rail but it would depend on where it went to. ",,Yes,There are no bike lanes in fruitland
2022-02-10 12:47:50,2022-02-10 12:49:59,IP Address,100,128,True,2022-02-10 12:49:59,R_1jiDSqOf3Jqks81,anonymous,EN,lewes,"delaware ",Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,Some difficulty,,,Occasionally,Daily,Daily,Weekly,Daily,,,Weekly,Favorable,Favorable,Somewhat Favorable,I really wish this area had better public transit. I am 17 years old and I can't afford a car yet. I wish we could get around without a car. Cars are bad for the environment and people. We need to stop building car-dependent cities.,,No,
2022-02-10 13:36:30,2022-02-10 13:40:28,IP Address,100,237,True,2022-02-10 13:40:29,R_1lcQKX0ReDtSrRJ,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,I do not care to use,No difficulty,,,Daily,Daily,Occasionally,Weekly,Weekly,,,Occasionally,Somewhat Favorable,Favorable,Favorable,"Passenger train to Ocean City, SBY airport and BWI would be great",,Yes,"I'm tired of hearing Brad Bellacicco say that he doesn't have enough money to expand Shore Transit. "
2022-02-10 14:01:10,2022-02-10 14:04:27,IP Address,100,197,True,2022-02-10 14:04:27,R_XS9hRSTUW1qrtMR,anonymous,EN,Salisbury,Maryland,Other,Walking,Great difficulty,Great difficulty,Great difficulty,Some difficulty,No difficulty,,,Weekly,Daily,Weekly,Daily,Weekly,,,Weekly,Favorable,Favorable,Favorable,,,Yes,"There's just a complete lack of infrastructure for public transit. Shore Transit's schedules are a mess and do not serve people's needs. Too often they end up dictatorial aspects of people's lives instead of catering to those who need the services the most. "
2022-02-10 17:52:02,2022-02-10 17:54:01,IP Address,100,119,True,2022-02-10 17:54:02,R_2VDckr1xixA4g1E,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,No difficulty,Great difficulty,No difficulty,No difficulty,I do not care to use,,Weekly,Weekly,Daily,Occasionally,Occasionally,,,Daily,Favorable,Favorable,Neutral,"Trains are better for the environment but idk if that’s possible in salisbury ",,No,
2022-02-10 17:52:15,2022-02-10 17:54:37,IP Address,100,142,True,2022-02-10 17:54:37,R_DoOyR3L7Sdw3pbr,anonymous,EN,"Bethlehem ","Pennsylvania ",Car (own),,No difficulty,No difficulty,Some difficulty,No difficulty,Some difficulty,,,Daily,Occasionally,Occasionally,Occasionally,Occasionally,,,Occasionally,Favorable,Somewhat Favorable,Neutral,Trains have not run through this area and I like the option. I feel like I might use bike lanes if available.,,No,
2022-02-10 17:53:47,2022-02-10 17:56:15,IP Address,100,148,True,2022-02-10 17:56:15,R_3oAQIDFhVNC8NeO,anonymous,EN,"Salisbury ","Maryland ",Car (own),,No difficulty,Some difficulty,I do not care to use,No difficulty,I do not care to use,,,Daily,Weekly,Never,Occasionally,Never,,,Occasionally,Neutral,Neutral,Somewhat Favorable,,,No,
2022-02-11 03:13:00,2022-02-11 03:15:52,IP Address,100,171,True,2022-02-11 03:15:52,R_2BsoZXHDR1EWcCs,anonymous,EN,"Salisbury ","Maryland ",Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Great difficulty,Great difficulty,"Salisbury is not meant for pedestrians ",Daily,Weekly,Occasionally,Occasionally,Occasionally,,,Occasionally,Somewhat Favorable,Favorable,Somewhat Favorable,It would be good to increase methods of transportation in the city,,No,
2022-02-11 07:21:06,2022-02-11 07:24:54,IP Address,100,227,True,2022-02-11 07:24:54,R_1KwhykQdxRqG3MM,anonymous,EN,Camden,Delaware,Car (own),,No difficulty,Some difficulty,Great difficulty,I do not care to use,Great difficulty,,,,Occasionally,,,Occasionally,,,Occasionally,Somewhat Favorable,Favorable,Neutral,Bike lanes need to be separate from travel lanes.,,No,
2022-02-11 07:33:49,2022-02-11 07:36:52,IP Address,100,182,True,2022-02-11 07:36:53,R_31pGFbSUHGwspzg,anonymous,EN,Magnolia,Delaware,Car (own),,No difficulty,,,,,,,Never,Never,Occasionally,Occasionally,Never,Never,,,Somewhat Opposed,Favorable,Somewhat Favorable,"I feel like public transportation attracts more crime ",,No,
2022-02-11 09:45:44,2022-02-11 09:47:44,IP Address,100,119,True,2022-02-11 09:47:44,R_1kGth6HqJigx29u,anonymous,EN,"Fruitland ","Maryland ",Car (own),,Some difficulty,I do not care to use,I do not care to use,Some difficulty,I do not care to use,,,Daily,Never,Never,Occasionally,Never,,,Never,Opposed,Opposed,Favorable,,,No,
2022-02-11 09:47:21,2022-02-11 09:48:43,IP Address,100,82,True,2022-02-11 09:48:44,R_1OUgzR0OxeM0WZd,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,,Daily,Never,Occasionally,Never,Occasionally,,,Occasionally,Favorable,Favorable,Favorable,,,No,
2022-02-11 09:48:47,2022-02-11 09:53:30,IP Address,100,282,True,2022-02-11 09:53:30,R_24wy1VqDwzgEOTw,anonymous,EN,Salisbury,Md,Car (own),,No difficulty,Great difficulty,Great difficulty,No difficulty,No difficulty,No difficulty,,,Occasionally,Occasionally,Occasionally,Occasionally,,,Occasionally,Favorable,Somewhat Opposed,Favorable,"Would love a train ","We have enough bike lanes and their not well done ",,
2022-02-11 10:04:23,2022-02-11 10:07:56,IP Address,100,213,True,2022-02-11 10:07:57,R_Rzb9Mdd665yQLdL,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,Great difficulty,Great difficulty,I do not care to use,,,,,Weekly,Occasionally,,,,Weekly,Favorable,Favorable,Favorable,Train service to DC would let me reduce time driving a lot and be more productive.,,No,
2022-02-11 10:16:52,2022-02-11 10:18:44,IP Address,100,112,True,2022-02-11 10:18:45,R_3FJuNhpteDK8kRI,anonymous,EN,Seaford,Delaware,Car (own),,No difficulty,Great difficulty,Great difficulty,Great difficulty,Great difficulty,,,Daily,Daily,Daily,Daily,Daily,,,Daily,Favorable,Favorable,Favorable,"I dont like to drive ",,No,
2022-02-11 10:27:27,2022-02-11 10:29:14,IP Address,100,106,True,2022-02-11 10:29:15,R_wZezV3ri8qd6uaJ,anonymous,EN,salisbury,"maryland ",Car (carpool),,Some difficulty,I do not care to use,Great difficulty,No difficulty,Some difficulty,I do not care to use,,Weekly,Weekly,Weekly,Occasionally,Occasionally,Occasionally,,Weekly,Favorable,Favorable,Favorable,,,No,
2022-02-11 10:41:42,2022-02-11 10:44:25,IP Address,100,163,True,2022-02-11 10:44:26,R_eFhGxGMQANhpmgh,anonymous,EN,"Salisbury ","Maryland ",Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,I do not care to use,I do not care to use,,Daily,Occasionally,Weekly,Occasionally,Never,Never,,Weekly,Favorable,Neutral,Favorable,"We need a train and expanded bus and taxi routes ",,No,
2022-02-11 10:48:01,2022-02-11 10:50:01,IP Address,100,120,True,2022-02-11 10:50:01,R_1dfXRaWw7SgScGQ,anonymous,EN,Salisbury,Maryland,Taxi (including Uber/Lyft rides),,Great difficulty,Great difficulty,Great difficulty,Some difficulty,I do not care to use,,,Weekly,Weekly,Never,Weekly,Never,Never,,Occasionally,Neutral,Neutral,Neutral,,,Yes,
2022-02-11 11:01:32,2022-02-11 11:02:52,IP Address,100,79,True,2022-02-11 11:02:52,R_1dFdBFkqjL2NN3R,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,I do not care to use,Great difficulty,,,,Occasionally,Occasionally,Never,Occasionally,,,Weekly,Favorable,Favorable,Somewhat Favorable,,,,
2022-02-11 11:29:47,2022-02-11 11:33:34,IP Address,100,226,True,2022-02-11 11:33:34,R_2QASE6DtfIk6oJJ,anonymous,EN,"Salisbury ",Maryland,Car (own),,No difficulty,Some difficulty,Great difficulty,No difficulty,Great difficulty,,,,Never,Occasionally,Occasionally,Never,,,Occasionally,Favorable,Favorable,Favorable,"As a senior citizen, I anticipate needing to be able to go places when I can no longer drive ",,Yes,Many people do not own cars and public transportation would be a great help.  It would also be good for the environment
2022-02-11 12:16:37,2022-02-11 12:24:15,IP Address,100,458,True,2022-02-11 12:24:16,R_2AKoEIiA7mZorRa,anonymous,EN,"Salisbury ",Maryland,Car (own),,Some difficulty,Great difficulty,Great difficulty,I do not care to use,Some difficulty,Some difficulty,,Weekly,Daily,Weekly,Never,Daily,Occasionally,,Weekly,Favorable,Favorable,Somewhat Favorable,I want a passanger train to travel to other places. There's no reason i should have to drive 3 hours to wilmington deleware or 2 to baltimore to get to a train to travel by train. I would also love a train or something for my commute to wallops. So many people work at wallops island but drive everyday from fruitland or salisbury and it's ridiculous. I would also love the city to be more bike friendly because then id actually consider using my bike for transportation rather than just recreation because I'm scared of the cars on these roads. Taxis I'm indifferent about. I dont use them but i know it would be great for those without cars but solid bus routes would be more effective," ",Yes,"I would love to see the region become less car dependent. I don't want to be forced to use my car for any trip i need to make but because of the lack of options, thats what I have to do right now"
2022-02-11 12:24:11,2022-02-11 12:28:11,IP Address,100,239,True,2022-02-11 12:28:11,R_3qDu90HrxQ3KOVF,anonymous,EN,Smyrna,Delaware,Car (own),,No difficulty,Great difficulty,,Some difficulty,,,,Daily,Occasionally,Occasionally,Weekly,Occasionally,,,Occasionally,Favorable,Neutral,Neutral,,,Yes,"poorly located and designed bus stops, many lacking shelter, some at great risk for accidents"
